Title,Year,Rating,Votes,Synopsis,Runtime
Dastak,1996,4.8,352.0,A mentally unstable genius and his obsession for the Miss Universe makes him so possessive that he begins to kill people around her in order to come close to her. He succeeds in kidnapping her and keeps her in confinement.,2h 21m
Never Ever,1996,4.5,162.0,"Thomas Murray and Amanda have just moved to Paris. He works for a bank owned by Amanda's father Arthur Trevane. Amanda decides that she does not like Paris, so she goes back to London. Thomas's loneliness leads him to meet a French woman, Katherine, and a love triangle is born.",1h 50m
The Big Squeeze,1996,5.0,338.0,"Benny, a lonely drifter, is thrown off a train after cheating at cards, and into the life of Tanya, a lovely bartender. Tanya has been supporting her husband, a former ballplayer, since his accident, waiting for an insurance settlement that will solve all their financial woes. But when it comes, he refuses to share it with her, claiming with newfound piety that money is the root of all evil. She then enlists the help of Benny to concoct a scheme to get her fair share of the settlement, and he finds one: a local Catholic mission needs money for repairs and Benny decides to create a miracle that will encourage husband Henry to fork over the money - which Benny and Tanya will intercept and share.",1h 38m
Justine: In the Heat of Passion,1996,4.2,166.0,"Justine daydreaming about her teacher, Professor Robson. He then invites her to join him on his travels throughout the world.",1h 29m
The Elevator,1996,4.4,246.0,Things are going great for film producer Roy Tilden-his latest film is a hit and he will soon receive an award. But his perfect day changes when he takes an elevator ride with a passionate writer.,1h 30m
Space Marines,1996,3.7,445.0,"Space pirates, led by diabolical Colonel Fraser, take over a cargo ship carrying anti-matter explosive and an important official. Space marines, led by Captain Gray, must stop their evil plans.",1h 35m
Yöjuna,1996,5.4,238.0,"Young Ari Nykänen joins a board of inquiry investigating a mysterious freight train accident which at first seems just a case of vandalism. Ari delves deeper into the case and discovers a secret conspiracy revolving around his father-in-law, the director of the railway company.",1h 26m
"Nan guo zai jian, nan guo",1996,7.2,2000.0,A glimpse at the lives of two petty criminals in Taipei.,2h 4m
Ajay,1996,4.1,267.0,"Ajay, from a middle-class family, meets dancer Manorama at a club. After spending time with her, he returns home to find his entire family brutally murdered.",2h 26m
The Real Thing,1996,7.7,35.0,"The Real Thing is the first feature length bouldering move ever. Britain's top rock climbers Jerry Moffat and Ben Moon take you on a roller-coaster road trip from the classic grit-stone crags of the UK's Peak District to the mecca of European bouldering, Fontainebleau in France. With guest appearances from German rock légendes Kurt Albert, Britain's Sean Myles and French Master Marc le Ménestrel, this is the real thing!",53m
Virus,1996,3.1,697.0,A United States Presidential bodyguard risks everything to save the day when a truck chock full of biological weapons contrives to crash in a National Park.,1h 26m
Hindsight,1996,5.0,242.0,Things heat up when a promising young actor begins an affair with a glamorous model in order to advance his career.,1h 32m
Hollow Reed,1996,7.2,1200.0,"Following the break-up of his marriage after revealing his homosexuality, GP Martin Wyatt loses custody of his son Oliver to his now ex-wife Hannah and her new partner Frank. It is not long, however, until Oliver appears at the house of Martin and his new lover Tom claiming to have been beaten up by boys in the park. After another incident, Martin puts two and two together and comes to the conclusion that Frank has been beating Oliver without Hannah's knowledge. Martin then begins a long courtroom custody battle to win back his son.",1h 44m
Zarkorr! The Invader,1996,3.7,439.0,"An ""average"" postal worker is informed by a tiny alien hologram which looks like a teenage girl that he is the ""choosen one"" to destroy a giant reptile to save the Earth.",1h 20m
Il cielo è sempre più blu,1996,5.6,260.0,"Vignettes of Roman life feature a jogger, robbers, newlyweds, an opportunistic mechanic and a sadistic meter-maid.",1h 50m
Starlight,1996,2.3,186.0,"Adrianna (Chong) is a beautiful alien woman who has come to Earth in search of a half alien man (Wirth). She needs him to help her defeat the evil alien Pallas, who himself is out to kill her.",1h 40m
Sobrenatural,1996,6.3,322.0,"A woman sees her best friend murdered before her eyes, and thus becomes very traumatised. Her husband tells her to stay at home, where she discovers a little gris-gris bag. She opens the bag, without knowing its magical origin, and smells a powder. She begins investigating and discovers a strange address: ""Academia #10"". She then goes there and meets a witch, who warns her of the dangers of the powder she smelled and the dark powers of voodoo. She then meets a psychologist, who becomes interested in her case and the black magic surrounding her. When a mysterious black man appears and strange things begin to happen, her life turns into a race against time and against a powerful voodoo deity.",1h 40m
Éxtasis,1996,6.5,875.0,"Three friends, two young men and a young woman, are bored by the normal world of their parents and want to flee in order to start living somewhere else. Thus they make a pervert plan: rob their own families. After that they flee without any destination and without having really planned where to go to.",1h 33m
Breakaway,1996,4.4,152.0,"Myra made the mistake of stealing money from the mob. Now on the run, she is betrayed by her boyfriend and loses the money to an innocent bystander, Gina. They are pursued by a pack of bloodthirsty mobsters and a relentless hitman.",1h 35m
Mr. Bechara,1996,5.4,423.0,"'Mr. Bechara' (Anil Kapoor) is a shy printer and, since the passing of his wife, a single father to his infant son--but his quiet life is shattered by the schemes of Dr. Dayanand (the one-and-only Anupam Kher), a medical man with techniques so unorthodox that they border on complete lunacy. Dr. Dayanand has a beautiful amnesiac patient named Asha (Sridevi), and he wants Bechera to pretend to be her husband and her child's father. The two couldn't be more mismatched, yet as time passes, they begin to rely on each other. The doctor's lies begin to spiral out of control, with both humorous and poignant results.",2h 20m
Love Can Seriously Damage Your Health,1996,6.5,1800.0,"Two young people meet in the 60's as a result of their devotion to John Lennon, and have a recurring relationship during the next thirty years at the oddest of moments, in the most diverse places, and during very important moments that defined several decades. Pay attention as one couple of younger actors alternate with the other couple of older actors to recreate this 30 year span in this Spanish-French comedy.",1h 57m
Regular Guys,1996,6.8,1500.0,"After breaking up with his girlfriend, a cop wakes from a drinking binge in another man's bed and questions his sexual orientation.",1h 42m
The Father,1996,7.4,1700.0,"Mehrollah is a 14-year-old boy who is forced to find a job to support his family after his father dies. He travels to the southern parts of Iran, looking for work. Upon his return to his hometown, he notices certain changes in his family.",1h 31m
Cilantro y perejil,1996,6.3,496.0,"This is a comedy about couples from the same family, hit by the economic crisis in Mexico. The plot turns around the eternal question of whether it is worth it to live as a couple.",1h 30m
Shanghai Grand,1996,6.6,987.0,Love for the same woman threatens the friendship of two 1930s Shanghai gangsters.,1h 36m
Vice Academy 5,1996,3.8,234.0,"What starts as a dirty computer game, becomes a hilarious series of crimes, when the commissioner's son, Irwin, accidentally unleashes a Virtual Reality Hooker from his computer. Vice Academy's officers Candy and Traci have to stop the spreading of sexually transmitted computer viruses. Meanwhile, poor Ms Devonshire will do anything to save her marriage. Even if it means comically appearing on a sleazy talk show and airing out the Commissioner's dirty laundry!",1h 29m
Kill the Love,1996,3.9,45.0,"A man named Love joins the criminal underworld in America and falls In love with a woman, sparking the outrage of an old criminal associate from home.",1h 46m
